PFT	scenario	year	period	mean.effects.Inds	mean.effects.seedlings	mean.effects.seeds	mean.effects.cover	mean.effects.shootmass	min.effects.Inds	min.effects.seedlings	min.effects.seeds	min.effects.cover	min.effects.shootmass	max.effects.Inds	max.effects.seedlings	max.effects.seeds	max.effects.cover	max.effects.shootmass
MSCTcl2plb	1	19	before	1.24788714198553	1.2114910371306	1.22678302701369	1.00186495598082	1.35439126692148	3.81934235976789	3.47022332506204	4.59931017491993	1.0220010317313	4.91550375687067	0.102040816326531	0.026857654431513	0.0137516992059069	0.991859120416193	0.000296683197557751
MSCTcl2plb	2	19	before	1.03964853658498	1.09015302621743	1.09860274406047	1.00043019796551	1.08341926703791	3.6876617773943	3.27775172506197	4.33416888952176	1.01782793180363	4.82244983106693	0.102040816326531	0.0298507462686567	0.0129575639779721	0.991817868033932	0.000295703994623865
MSCTcl2plb	0	20	before	1	1	1	1	1	3.12777990797546	2.73510348479933	2.8353982300885	1.01335558011796	3.50351243628135	0.132743362831858	0.04	0.0162778079218665	0.992741684300183	0.000255132335611688
MSCTcl2plb	1	20	before	1.46062683540564	1.41484874950881	1.37704702694155	1.00318549486539	1.69895336108441	5.23469723562966	4.92185557501304	5.26678450322722	1.02701306623615	6.97012163480899	0.132743362831858	0.0349243306169965	0.0201342281879195	0.992785617261328	0.000256898047104039
MSCTcl2plb	2	20	before	1.22351913134089	1.16784490698116	1.05591052452461	1.00135088149565	1.31060115905236	4.17027461652648	3.33333333333333	4.39646017699115	1.02279703932925	5.51419236868369	0.132743362831858	0.04	0.0168895144264602	0.99289472390115	0.000255132335611688
MSCTcl2plb	0	21	before	1	1	1	1	1	3.41891348088532	2.83591587981053	4.26304680981027	1.01186991817635	4.38808944228038	0.174418604651163	0.0335570469798658	0.0128452151573539	0.994958302219383	0.000370317667684811
MSCTcl2plb	1	21	before	1.94885208408845	1.711655335389	1.98932307341716	1.00510839825406	2.43935324201691	6.92307692307692	5.53143550436358	6.63644605621034	1.03038614196024	9.25635083696318	0.174418604651163	0.0433429781924324	0.0242803705868494	0.994958302219383	0.000366912469483584
MSCTcl2plb	2	21	before	1.47409574104753	1.3234476075595	1.36528927915969	1.00253506169382	1.71667532907193	5	2.98382352941177	3.92089764243119	1.02312357432293	9.25854637953127	0.174418604651163	0.0449775112443778	0.0192678227360308	0.994959659336054	0.000378088677296462
MSCTcl2plb	0	22	before	1	1	1	1	1	3.14558823529412	2.35978618421053	4.42960165533166	1.01009884158295	4.90872522350864	0.2	0.0556586270871985	0.0260793972761518	0.995607914514776	0.000486830970712882
MSCTcl2plb	1	22	before	2.24499392498841	2.11093159363597	2.54386702766899	1.00629180946524	3.02713939309894	7.02782193958665	6.66666666666667	9.13907284768212	1.03006898558064	11.5230080174388	0.211267605633803	0.0664206642066421	0.0261468571263532	0.995708047887609	0.000487314409961824
MSCTcl2plb	2	22	before	1.7031112746105	1.74700200883416	1.85206583473012	1.00372711475827	2.19971645406647	6.82744994731297	5.20108695652174	7.94701986754967	1.0261887770276	10.5997478522053	0.2	0.0442804428044281	0.0254149540334473	0.995594760266118	0.000486830970712882
MSCTcl2plb	0	23	before	1	1	1	1	1	2.58214285714285	2.53072033898305	4.3006993006993	1.00792822623865	3.77920954296793	0.169491525423729	0.0527240773286468	0.0241610738255034	0.995551498755468	0.000531992004160178
MSCTcl2plb	1	23	before	2.1684105860506	1.95637749275563	2.86135551319984	1.00560833431816	2.95419297343121	7.02501437607821	6.29522032693675	9.97426139180551	1.02884565019188	10.569306028545	0.169491525423729	0.0527240773286468	0.0241610738255034	0.995551498755468	0.000547250657497137
MSCTcl2plb	2	23	before	1.97696542343952	1.79124634180901	2.47260507952471	1.00476178714793	2.67728219093429	6.52292984473836	5.62695957820738	9.54680713691504	1.02685641379833	10.5513291436489	0.177595338983051	0.0619834710743802	0.0204353520099979	0.995551498755468	0.000539101838008416
MSCTcl2plb	0	24	before	1	1	1	1	1	3.10344827586207	2.78794191919192	3.75884775431253	1.00979923654061	4.34990419241478	0.164835164835165	0.0460122699386503	0.027403941444398	0.99522733050246	0.000498950862888134
MSCTcl2plb	1	24	before	2.03012412248819	1.83819148965082	2.42823239253992	1.00486418798567	2.62989081004916	6.84786184210527	6.11748633879782	8.86408404464872	1.02844536425459	11.0839032872495	0.196078431372549	0.054380664652568	0.0173276857912977	0.995257227925383	0.000499984921288082
MSCTcl2plb	2	24	before	2.0513413387592	1.8182629426669	2.40175239030163	1.00504468611406	2.72150794857067	6.25332446808512	5.43073088721096	7.83776124591132	1.02647528212274	9.22811378687121	0.164835164835165	0.054380664652568	0.0222993062438057	0.99522733050246	0.000498015286240561
MSCTcl2plb	0	25	before	1	1	1	1	1	3.52450331125829	2.78196243602616	4.13120567375887	1.01338493144966	4.63168347094076	0.144927536231884	0.0364520048602673	0.0162089368906013	0.994015625903724	0.000453566664555566
MSCTcl2plb	1	25	before	1.92552118678679	1.71184992138993	2.1429392829763	1.00529514451042	2.46036272543368	7.15273419991036	6.46610033659241	9.13120567375887	1.0351302923037	10.1642025950205	0.157894736842105	0.0364520048602673	0.0166944908180301	0.994108260973325	0.000459454679061182
MSCTcl2plb	2	25	before	1.75364013421544	1.55642818060981	1.93902547038351	1.00416005973815	2.17375477567848	5.21739130434783	4.61663761168011	5.78014184397163	1.02165774423432	7.65249846737081	0.157894736842105	0.0424929178470255	0.0111296605453534	0.99409370268011	0.000459454679061182
MSCTcl2plb	0	26	before	1	1	1	1	1	2.77485380116959	2.34389140271494	3.7746893861851	1.01012942754751	3.57335235097411	0.142857142857143	0.0383141762452107	0.021770019040439	0.994268843769976	0.000333774460786524
MSCTcl2plb	1	26	before	1.52466010517067	1.46398283940181	1.91944817678586	1.00351596827883	1.792455244813	5.42553191489362	4.72600619195047	8.09908580562045	1.03026655239389	8.06544827984109	0.136986301369863	0.0355029585798817	0.0204533833304926	0.994116099417919	0.000346618039698904
MSCTcl2plb	2	26	before	1.53714224949933	1.47580404148956	1.67598477430641	1.00393760985617	1.86689242770116	5.14556737588653	4.60714285714286	5.29569854983395	1.02553138004829	6.93138027506217	0.136986301369863	0.0355029585798817	0.0163520614365514	0.994093679255356	0.000330565005674479
MSCTcl2plb	0	27	before	1	1	1	1	1	2.58862565120318	2.5238886580806	3.37471783295711	1.01064636687006	3.305835098086	0.154255319148936	0.0404312668463612	0.0172637030643073	0.993764420730419	0.00034494567260882
MSCTcl2plb	1	27	before	1.35029718750298	1.24861870823901	1.49984812186694	1.00213440060237	1.5057857390131	4.62163939216833	3.80945920750496	6.33443552196505	1.02224920302773	6.03449284665251	0.13953488372093	0.0372670807453416	0.0215796288303841	0.993785891174352	0.00034494567260882
MSCTcl2plb	2	27	before	1.46461353464515	1.35686765046507	1.65009079075535	1.00290206860758	1.66635108504257	5.34653465346535	4.28571428571429	7.07132735002362	1.02636869824042	7.08802490990588	0.13953488372093	0.0372208436724566	0.0187586418595854	0.993713651645551	0.000336699563916265
MSCTcl2plb	0	28	before	1	1	1	1	1	2.76682316118936	2.70606060606062	3.05631876284878	1.01069514100186	3.7653236658822	0.125523012552301	0.0385220417461248	0.018806906825244	0.99382178658805	0.0002919430832436
MSCTcl2plb	1	28	before	0.97178800128965	0.997838857114283	1.0741448157937	0.999962756124262	0.968606683657397	3.46371154291002	2.45901639344262	4.20470262793914	1.01566381329181	4.31559676990666	0.125523012552301	0.0385226600973038	0.0178571428571429	0.99382178658805	0.000298709266442957
MSCTcl2plb	2	28	before	1.52419707081106	1.49419586516922	1.73836867326025	1.00352636253685	1.73031376420015	5.38275862068966	5.14682738992131	7.08575380359613	1.02837741320785	7.3482200288229	0.125523012552301	0.0385109114249037	0.0238095238095238	0.993777638474121	0.000288793809537812
MSCTcl2plb	0	29	before	1	1	1	1	1	2.8125	2.48214285714286	3.74562864279772	1.01166358701469	3.91846363203611	0.148879680404953	0.039015833401522	0.0178997613365155	0.994174486563401	0.00032736082066477
MSCTcl2plb	1	29	before	0.98720921713135	1.06839098321982	1.00724887027088	0.999992340193199	1.01028247446707	3.68452890975769	2.5531914893617	4.12173889160898	1.01644188976305	4.65603798350318	0.14218009478673	0.0332766549991643	0.0178997613365155	0.994174486563401	0.00032736082066477
MSCTcl2plb	2	29	before	1.9718632123108	1.79392093254285	2.02528158601355	1.00616262078288	2.50481757900707	6.83450811359027	6.35187734668336	8.38189055805503	1.04023918744894	9.34968403113824	0.157068062827225	0.0413223140495868	0.0178997613365155	0.994237024923732	0.00032736082066477
MSCTcl2plb	0	30	before	1	1	1	1	1	3.17208343439244	2.60990510450909	4.3444043090497	1.0123642989849	4.19212812979493	0.153061224489796	0.0354819633353046	0.0177900770903341	0.993681931813738	0.0003902572841392
MSCTcl2plb	1	30	before	1.08347022214144	1.03570968484645	1.09287544095906	1.00035196696335	1.08087648357271	3.54631614963504	2.71060606060607	4.04678944748631	1.01486221974228	4.16798751189191	0.153061224489796	0.028436018957346	0.0177900770903341	0.993681931813738	0.0003902572841392
MSCTcl2plb	2	30	before	1.93278515541791	1.72178988480361	2.28687011622954	1.00543126232022	2.30386778928196	7.5	5.61649254182016	9.19153983000593	1.03790524553873	10.643421906006	0.153061224489796	0.0427037204805593	0.011860051393556	0.993806934466871	0.0003902572841392
MSCTcl2plb	0	31	before	1	1	1	1	1	3.30125104253545	2.77777777777778	4.17867435158501	1.0127620124432	4.3893764563074	0.156756756756757	0.0334545954411339	0.017186882655077	0.994348738640324	0.000311409709194195
